"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"3075200201","DAW","Crepipatella orbiculata","580662","exact","Crepipatella orbiculata","580662","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepipatella","","orbiculata",,"Crepipatella orbiculata","Round slippersnail","52","molluscs",
"3210200205","IAR","Sepia orbignyana","141445","exact","Sepia orbignyana","141445","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia","","orbignyana",,"Sepia orbignyana","Pink cuttlefish","57","molluscs",
"1830200409","EOO","Pleuronectes orbignyana","403258","exact","Pleuronectes orbignyana","275817","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","","orbignyana",,"Pleuronectes orbignyana","","31","flatfish",
"1431300102","COS","Conger orbignyanus","299460","exact","Conger orbignyanus","271747","Animalia","Chordata","Actinopterygii","Anguilliformes","Congridae","Conger","","orbignyanus",,"Conger orbignyanus","Argentine conger","34","demersal",
"1380101324","BNO","Brycon orbignyanus","1014233","exact","Brycon orbignyanus","1014233","Animalia","Chordata","Actinopterygii","Characiformes","Bryconidae","Brycon","","orbignyanus",,"","","13","other",
"3161109601","DOR","Dosinia orbignyi","507554","exact","Dosinia orbignyi","507554","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Dosinia","","orbignyi",,"Dosinia orbignyi","Dosinia clam","56","molluscs",
"1740524801","TDO","Tripterodon orbis","218714","exact","Tripterodon orbis","218714","Animalia","Chordata","Actinopterygii","Perciformes","Ephippidae","Tripterodon","","orbis",,"Tripterodon orbis","African spadefish","33","demersal",
"1740513701","HUO","Ephippus orbis","280693","exact","Ephippus orbis","280693","Animalia","Chordata","Actinopterygii","Perciformes","Ephippidae","Ephippus","","orbis",,"Ephippus orbis","Orbfish","33","demersal",
"3162301011","YKR","Trachycardium orbita","759597","exact","Trachycardium orbita","466608","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Trachycardium","","orbita",,"Trachycardium orbita","Orbit cockle","56","molluscs",
"1480602113","NZT","Nezumia orbitalis","272422","exact","Nezumia orbitalis","272422","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Nezumia","","orbitalis",,"Nezumia orbitalis","Spectacled grenadier","32","demersal",
"4220402201","KIW","Orcinus orca","137102","exact","Orcinus orca","137102","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Orcinus","","orca",,"Orcinus orca","Killer whale","62","incidental by-catch","cetaceans"
"3073100501","FEW","Fusitriton oregonensis","476496","exact","Fusitriton oregonensis","476496","Animalia","Mollusca","Gastropoda","Littorinimorpha","Ranellidae","Fusitriton","","oregonensis",,"Fusitriton oregonensis","Oregon triton","52","molluscs",
"1708800205","AWO","Artedidraco orianae","234592","exact","Artedidraco orianae","234592","Animalia","Chordata","Actinopterygii","Perciformes","Artedidraconidae","Artedidraco","","orianae",,"Artedidraco orianae","","34","demersal",
"1431502602","KZO","Lamnostoma orientalis","217570","exact","Lamnostoma orientalis","217570","Animalia","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Lamnostoma","","orientalis",,"Lamnostoma orientalis","Oriental worm-eel","33","demersal",
"1782400102","DYW","Dactyloptena orientalis","218158","exact","Dactyloptena orientalis","218158","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena","","orientalis",,"Dactyloptena orientalis","Oriental flying gurnard","33","demersal",
"1830309401","WLL","Brachirus orientalis","279967","exact","Brachirus orientalis","279967","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Brachirus","","orientalis",,"Brachirus orientalis","Oriental sole","31","flatfish",
"1703620709","GQV","Plectorhinchus orientalis","218550","exact","Plectorhinchus orientalis","218545","Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","","orientalis",,"Plectorhinchus orientalis","Oriental sweetlips","33","demersal",
"1750102602","PBF","Thunnus orientalis","273823","exact","Thunnus orientalis","273823","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Thunnus","","orientalis",,"Thunnus orientalis","Pacific bluefin tuna","36","large pelagic",
"3163600302","FOO","Pholas orientalis","507030","exact","Pholas orientalis","507030","Animalia","Mollusca","Bivalvia","Myoida","Pholadidae","Pholas","","orientalis",,"Pholas orientalis","Oriental angel wing","56","molluscs",
"2281200105","EXT","Exopalaemon orientalis","587037","near_2","Exopalaemon orientis","587037","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Exopalaemon","","orientis",,"Exopalaemon orientis","Oriental prawn","41","crustaceans",
"2283500101","OGR","Ogyrides orientalis","395012","exact","Ogyrides orientalis","395012","Animalia","Arthropoda","Malacostraca","Decapoda","Ogyrididae","Ogyrides","","orientalis",,"Ogyrides orientalis","Telescope shrimp","45","crustaceans",
"2291500501","THQ","Thenus orientalis","210362","exact","Thenus orientalis","210362","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Thenus","","orientalis",,"Thenus orientalis","Flathead lobster","43","crustaceans",
"1830403502","YFE","Symphurus orientalis","274266","exact","Symphurus orientalis","274266","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Cynoglossidae","Symphurus","","orientalis",,"Symphurus orientalis","","31","flatfish",
"1750100102","BIP","Sarda orientalis","219713","exact","Sarda orientalis","219713","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Sarda","","orientalis",,"Sarda orientalis","Striped bonito","36","large pelagic",
"1750500402","SKD","Neoepinnula orientalis","159713","exact","Neoepinnula orientalis","159713","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Neoepinnula","","orientalis",,"Neoepinnula orientalis","Sackfish","34","demersal",
"1411614201","IVO","Irvineia orientalis","1013542","exact","Irvineia orientalis","1013542","Animalia","Chordata","Actinopterygii","Siluriformes","Schilbeidae",,"","orientalis",,"","","13","other",
"1280200204","NQV","Chitala ornata","1022648","exact","Chitala ornata","1022648","Animalia","Chordata","Actinopterygii","Osteoglossiformes","Notopteridae",,"","ornata",,"","Clown featherback","13","other",
"6191900301","KRY","Keratoisis ornata","158285","exact","Keratoisis ornata","125376","Animalia","Cnidaria","Anthozoa","Alcyonacea","Isididae","Keratoisis","","ornata",,"Keratoisis ornata","","82","other",
"7711000201","UIO","Turbinaria ornata","221490","exact","Turbinaria ornata","221490","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Turbinaria","","ornata",,"Turbinaria ornata","Crowned sea bell","91","other",
"3161101402","IKO","Lioconcha ornata","216581","exact","Lioconcha ornata","216581","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Lioconcha","","ornata",,"Lioconcha ornata","Ornate pitar venus","56","molluscs",
"3210203003","IEO","Sepiella ornata","225586","exact","Sepiella ornata","225586","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepiella","","ornata",,"Sepiella ornata","Ornate cuttlefish","57","molluscs",
"1732118801","KRR","Parkraemeria ornata","282151","exact","Parkraemeria ornata","282151","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Parkraemeria","","ornata",,"Parkraemeria ornata","","33","demersal",
"1711500601","BIN","Bilabria ornata","279912","exact","Bilabria ornata","279912","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Bilabria","","ornata",,"Bilabria ornata","","33","demersal",
"6050700301","QWL","Smittoidea ornatipectoralis","174404","exact","Smittoidea ornatipectoralis","174404","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Smittinidae","Smittoidea","","ornatipectoralis",,"Smittoidea ornatipectoralis","","77","other",
"1780400701","KRO","Karumba ornatissimus","318690","exact","Karumba ornatissimus","279871","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Aploactinidae","Karumba","","ornatissimus",,"Karumba ornatissimus","","33","demersal",
"1090101905","CYT","Centroscyllium ornatum","271624","exact","Centroscyllium ornatum","271624","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","","ornatum",,"Centroscyllium ornatum","Ornate dogfish","38","elasmobranchs",
"1732114603","IQT","Istigobius ornatus","219505","exact","Istigobius ornatus","219505","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Istigobius","","ornatus",,"Istigobius ornatus","Ornate goby","13","other",
"1703817224","LQO","Lethrinus ornatus","278636","exact","Lethrinus ornatus","278636","Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","","ornatus",,"Lethrinus ornatus","Ornate emperor","33","demersal",
"2290100106","NUR","Panulirus ornatus","107706","exact","Panulirus ornatus","107706","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus","","ornatus",,"Panulirus ornatus","Ornate spiny lobster","43","crustaceans",
"2311101211","KLO","Callinectes ornatus","158053","exact","Callinectes ornatus","158053","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","","ornatus",,"Callinectes ornatus","Shelling crab","42","crustaceans",
"1630400601","RCN","Rhadinocentrus ornatus","1017241","exact","Rhadinocentrus ornatus","1017241","Animalia","Chordata","Actinopterygii","Atheriniformes",,,"","ornatus",,"","","13","other",
"1412202210","MDN","Pimelodus ornatus","1017271","exact","Pimelodus ornatus","1017271","Animalia","Chordata","Actinopterygii","Siluriformes","Pimelodidae","Pimelodus","","ornatus",,"","","13","other",
